int	int	string	int	int	int	int	int	string	int	int	int	int	int	int	int	int	int	int	int	int	int	int
RefreshID	NPCID	NPCName	NPCType	NPCLv	MapID	Unknow1	Unknow2	HexPosNPCRefreshAreaChaseArea	PerRefreshNum	RefreshNum	NPCFace	Unknow3	RefreshTime	Unknow4	Unknow5	Unknow6	Unknow7	NPCRoute	StayMinTime	StayMaxTime	RefreshMark	Unknow9
Ë¢ÐÂµã±àºÅ	ID	Ãû×Ö	NPCÀàÐÍ	µÈ¼¶	ËùÔÚµØÍ¼	²»Ã÷	²»Ã÷	"Ê®Áù½øÖÆ×ø±êX,Y|¹ÖÎïË¢ÐÂ·¶Î§|×·»÷·¶Î§"	µ¥´ÎË¢¹ÖÊýÁ¿	Ë¢¹Ö×ÜÊýÁ¿	¹ÖÎïÃæÏò	²»Ã÷	Ë¢ÐÂÊ±¼ä	²»Ã÷	²»Ã÷	²»Ã÷	²»Ã÷	¹ÖÎïÂ·µã	Í£ÁôÊ±¼ä×îÐ¡	Í£ÁôÊ±¼ä×î´ó	Ë¢ÐÂ±êÊ¶	²»Ã÷
27838	10601005	öÞÈË	2	230	10060	0	1	4C 00 00 00 64 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27766	10601001	ÓãÈËÕ½Ê¿	2	190	10060	0	1	4E 00 00 00 0D 00 00 00 01 00 00 00 0A 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27768	10601001	ÓãÈËÕ½Ê¿	2	190	10060	0	1	51 00 00 00 10 00 00 00 01 00 00 00 0A 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27770	10601002	º£µº¾ÞÐ·	2	200	10060	0	1	33 00 00 00 0D 00 00 00 01 00 00 00 08 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27772	10601003	ÒÅ¼£¼Àìë	2	210	10060	0	1	1E 00 00 00 2F 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27774	10601004	º£Ñý	2	220	10060	0	1	18 00 00 00 6E 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27788	10601004	º£Ñý	2	220	10060	0	1	15 00 00 00 68 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27790	10601004	º£Ñý	2	220	10060	0	1	13 00 00 00 67 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27792	10601004	º£Ñý	2	220	10060	0	1	0C 00 00 00 66 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27720	10604007	º£ÀÏ	0	210	10060	0	1	18 00 00 00 2A 00 00 00 00 00 00 00 0F 00 00 00	1	1	80	0	0	0	0	1	0	 	5	5	0	0	
27776	10601004	º£Ñý	2	220	10060	0	1	1A 00 00 00 72 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27722	10604006	º£Åµ	0	200	10060	0	1	2B 00 00 00 1D 00 00 00 00 00 00 00 0F 00 00 00	1	1	100	0	0	0	0	1	0	 	5	5	0	0	
27724	10604011	º£³Ç	0	230	10060	0	1	3B 00 00 00 6E 00 00 00 00 00 00 00 0F 00 00 00	1	1	127	0	0	0	0	1	0	 	5	5	0	0	
27726	10604013	º£×å¼ÀÀÏ	0	240	10060	0	1	54 00 00 00 8A 00 00 00 00 00 00 00 0F 00 00 00	1	1	0	0	0	0	0	1	0	 	5	5	0	0	
27728	10601004	º£Ñý	2	220	10060	0	1	18 00 00 00 70 00 00 00 01 00 00 00 0A 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27730	10601001	ÓãÈËÕ½Ê¿	2	190	10060	0	1	5A 00 00 00 19 00 00 00 01 00 00 00 0D 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27732	10601001	ÓãÈËÕ½Ê¿	2	190	10060	0	1	5B 00 00 00 1C 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27802	10601004	º£Ñý	2	220	10060	0	1	0E 00 00 00 6E 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27804	10601004	º£Ñý	2	220	10060	0	1	0F 00 00 00 6C 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27734	10601001	ÓãÈËÕ½Ê¿	2	190	10060	0	1	5D 00 00 00 1C 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27736	10601001	ÓãÈËÕ½Ê¿	2	190	10060	0	1	5E 00 00 00 19 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27738	10601001	ÓãÈËÕ½Ê¿	2	190	10060	0	1	5C 00 00 00 1A 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27740	10601001	ÓãÈËÕ½Ê¿	2	190	10060	0	1	5A 00 00 00 10 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27778	10601004	º£Ñý	2	220	10060	0	1	16 00 00 00 70 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27794	10601004	º£Ñý	2	220	10060	0	1	0C 00 00 00 68 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27806	10601004	º£Ñý	2	220	10060	0	1	10 00 00 00 70 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27820	10601005	öÞÈË	2	230	10060	0	1	43 00 00 00 66 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27830	10601005	öÞÈË	2	230	10060	0	1	4B 00 00 00 67 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27840	10601005	öÞÈË	2	230	10060	0	1	4A 00 00 00 5A 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27850	10602001	·ÉÉß	2	240	10060	0	1	5B 00 00 00 8E 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27866	10602001	·ÉÉß	2	240	10060	0	1	61 00 00 00 94 00 00 00 01 00 00 00 0A 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27880	10602001	·ÉÉß	2	240	10060	0	1	52 00 00 00 93 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27888	10601002	º£µº¾ÞÐ·	2	200	10060	0	1	35 00 00 00 0C 00 00 00 01 00 00 00 08 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27900	10601002	º£µº¾ÞÐ·	2	200	10060	0	1	3A 00 00 00 19 00 00 00 01 00 00 00 08 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27908	10601002	º£µº¾ÞÐ·	2	200	10060	0	1	2F 00 00 00 19 00 00 00 01 00 00 00 0C 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27918	10601002	º£µº¾ÞÐ·	2	200	10060	0	1	2A 00 00 00 12 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27926	10601003	ÒÅ¼£¼Àìë	2	210	10060	0	1	1E 00 00 00 31 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27928	10601003	ÒÅ¼£¼Àìë	2	210	10060	0	1	21 00 00 00 30 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27936	10601003	ÒÅ¼£¼Àìë	2	210	10060	0	1	2A 00 00 00 2C 00 00 00 01 00 00 00 0C 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27942	10601003	ÒÅ¼£¼Àìë	2	210	10060	0	1	28 00 00 00 30 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27948	10601003	ÒÅ¼£¼Àìë	2	210	10060	0	1	28 00 00 00 39 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27952	10601003	ÒÅ¼£¼Àìë	2	210	10060	0	1	24 00 00 00 38 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27938	10601003	ÒÅ¼£¼Àìë	2	210	10060	0	1	2C 00 00 00 2F 00 00 00 01 00 00 00 0C 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27944	10601003	ÒÅ¼£¼Àìë	2	210	10060	0	1	26 00 00 00 37 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
77520	10604004	Ô¡»ð÷è÷ë	0	200	10060	0	1	48 00 00 00 08 00 00 00 00 00 00 00 0F 00 00 00	1	1	65	0	0	0	0	1	0	 	5	5	0	0	
27902	10601002	º£µº¾ÞÐ·	2	200	10060	0	1	38 00 00 00 14 00 00 00 01 00 00 00 08 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27910	10601002	º£µº¾ÞÐ·	2	200	10060	0	1	31 00 00 00 17 00 00 00 01 00 00 00 0C 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27920	10601002	º£µº¾ÞÐ·	2	200	10060	0	1	2B 00 00 00 0E 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27922	10601002	º£µº¾ÞÐ·	2	200	10060	0	1	2D 00 00 00 0F 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27882	10602001	·ÉÉß	2	240	10060	0	1	52 00 00 00 96 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27852	10602001	·ÉÉß	2	240	10060	0	1	5D 00 00 00 8F 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27854	10602001	·ÉÉß	2	240	10060	0	1	5D 00 00 00 8C 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27856	10602001	·ÉÉß	2	240	10060	0	1	5A 00 00 00 8D 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27890	10601002	º£µº¾ÞÐ·	2	200	10060	0	1	33 00 00 00 0F 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27868	10602001	·ÉÉß	2	240	10060	0	1	59 00 00 00 97 00 00 00 01 00 00 00 0A 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27870	10602001	·ÉÉß	2	240	10060	0	1	5B 00 00 00 9A 00 00 00 01 00 00 00 0A 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27872	10602001	·ÉÉß	2	240	10060	0	1	5C 00 00 00 98 00 00 00 01 00 00 00 0A 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27832	10601005	öÞÈË	2	230	10060	0	1	4A 00 00 00 64 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27842	10601005	öÞÈË	2	230	10060	0	1	4B 00 00 00 57 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27808	10601004	º£Ñý	2	220	10060	0	1	12 00 00 00 6D 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27810	10601004	º£Ñý	2	220	10060	0	1	10 00 00 00 6E 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27812	10601005	öÞÈË	2	230	10060	0	1	42 00 00 00 5E 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27822	10601005	öÞÈË	2	230	10060	0	1	41 00 00 00 68 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27742	10601001	ÓãÈËÕ½Ê¿	2	190	10060	0	1	57 00 00 00 10 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27744	10601001	ÓãÈËÕ½Ê¿	2	190	10060	0	1	5A 00 00 00 13 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27746	10601001	ÓãÈËÕ½Ê¿	2	190	10060	0	1	58 00 00 00 12 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27748	10601001	ÓãÈËÕ½Ê¿	2	190	10060	0	1	5B 00 00 00 12 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27750	10601001	ÓãÈËÕ½Ê¿	2	190	10060	0	1	54 00 00 00 16 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27780	10601004	º£Ñý	2	220	10060	0	1	17 00 00 00 72 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27782	10601004	º£Ñý	2	220	10060	0	1	17 00 00 00 65 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27784	10601004	º£Ñý	2	220	10060	0	1	14 00 00 00 65 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27752	10601001	ÓãÈËÕ½Ê¿	2	190	10060	0	1	55 00 00 00 1A 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27754	10601001	ÓãÈËÕ½Ê¿	2	190	10060	0	1	52 00 00 00 17 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27756	10601001	ÓãÈËÕ½Ê¿	2	190	10060	0	1	55 00 00 00 18 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27758	10601001	ÓãÈËÕ½Ê¿	2	190	10060	0	1	52 00 00 00 19 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27760	10601001	ÓãÈËÕ½Ê¿	2	190	10060	0	1	4F 00 00 00 12 00 00 00 01 00 00 00 0A 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27796	10601004	º£Ñý	2	220	10060	0	1	0F 00 00 00 67 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
27798	10601004	º£Ñý	2	220	10060	0	1	0E 00 00 00 64 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18703	10701004	Ä§×åÏÈ·æ	2	280	10070	0	1	4F 00 00 00 6F 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18705	10701004	Ä§×åÏÈ·æ	2	280	10070	0	1	4F 00 00 00 71 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18707	10701004	Ä§×åÏÈ·æ	2	280	10070	0	1	4C 00 00 00 6E 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18709	10701004	Ä§×åÏÈ·æ	2	280	10070	0	1	4B 00 00 00 71 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18711	10701003	ÁÒÑæ¾Þ»¢	2	270	10070	0	1	47 00 00 00 3D 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18713	10701003	ÁÒÑæ¾Þ»¢	2	270	10070	0	1	46 00 00 00 40 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18809	10701001	»ðÉ½ÊÞ	2	250	10070	0	1	25 00 00 00 0D 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18859	10701005	ÈÛÑÒÄ§Áú	2	290	10070	0	1	70 00 00 00 8C 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18873	10701005	ÈÛÑÒÄ§Áú	2	290	10070	0	1	6F 00 00 00 94 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18881	10701003	ÁÒÑæ¾Þ»¢	2	270	10070	0	1	4A 00 00 00 2F 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18893	10701002	ÈÛÑÒ¾Þöù	2	260	10070	0	1	0C 00 00 00 37 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18905	10701004	Ä§×åÏÈ·æ	2	280	10070	0	1	3D 00 00 00 6E 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18913	10701001	»ðÉ½ÊÞ	2	250	10070	0	1	17 00 00 00 0F 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18923	10701005	ÈÛÑÒÄ§Áú	2	290	10070	0	1	61 00 00 00 A4 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18933	10702001	Á¶Óü½£Ä§	2	300	10070	0	1	3E 00 00 00 AB 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18943	10701003	ÁÒÑæ¾Þ»¢	2	270	10070	0	1	3D 00 00 00 3E 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18715	10701003	ÁÒÑæ¾Þ»¢	2	270	10070	0	1	43 00 00 00 40 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18957	10701004	Ä§×åÏÈ·æ	2	280	10070	0	1	3D 00 00 00 64 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18965	10702001	Á¶Óü½£Ä§	2	300	10070	0	1	43 00 00 00 B7 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18977	10701004	Ä§×åÏÈ·æ	2	280	10070	0	1	39 00 00 00 6E 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18717	10701003	ÁÒÑæ¾Þ»¢	2	270	10070	0	1	44 00 00 00 3D 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18719	10701002	ÈÛÑÒ¾Þöù	2	260	10070	0	1	0D 00 00 00 2F 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18721	10701001	»ðÉ½ÊÞ	2	250	10070	0	1	1D 00 00 00 1D 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18723	10701005	ÈÛÑÒÄ§Áú	2	290	10070	0	1	64 00 00 00 8C 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18991	10702001	Á¶Óü½£Ä§	2	300	10070	0	1	38 00 00 00 B3 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
19005	10702001	Á¶Óü½£Ä§	2	300	10070	0	1	33 00 00 00 AA 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
19013	10701005	ÈÛÑÒÄ§Áú	2	290	10070	0	1	65 00 00 00 97 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
19025	10701004	Ä§×åÏÈ·æ	2	280	10070	0	1	48 00 00 00 6A 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18725	10701002	ÈÛÑÒ¾Þöù	2	260	10070	0	1	15 00 00 00 3A 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18727	10701004	Ä§×åÏÈ·æ	2	280	10070	0	1	47 00 00 00 6D 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18729	10701003	ÁÒÑæ¾Þ»¢	2	270	10070	0	1	40 00 00 00 2F 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18731	10701003	ÁÒÑæ¾Þ»¢	2	270	10070	0	1	3D 00 00 00 3B 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
19031	10701003	ÁÒÑæ¾Þ»¢	2	270	10070	0	1	3A 00 00 00 3C 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
19037	10701003	ÁÒÑæ¾Þ»¢	2	270	10070	0	1	3B 00 00 00 39 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18811	10701004	Ä§×åÏÈ·æ	2	280	10070	0	1	4A 00 00 00 61 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18813	10702001	Á¶Óü½£Ä§	2	300	10070	0	1	33 00 00 00 A6 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18815	10701001	»ðÉ½ÊÞ	2	250	10070	0	1	12 00 00 00 13 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18817	10701005	ÈÛÑÒÄ§Áú	2	290	10070	0	1	6C 00 00 00 8C 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18819	10704011	Ñ×È»	0	290	10070	0	1	66 00 00 00 80 00 00 00 00 00 00 00 0F 00 00 00	1	1	70	0	2500	0	0	1	0	 	5	5	0	0	
18821	10702001	Á¶Óü½£Ä§	2	300	10070	0	1	3B 00 00 00 AE 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18823	10701005	ÈÛÑÒÄ§Áú	2	290	10070	0	1	70 00 00 00 96 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
44589	10704003	»ð»Ë	0	250	10070	0	1	10 00 00 00 0A 00 00 00 00 00 00 00 0F 00 00 00	1	1	100	0	2500	0	0	1	0	 	5	5	0	0	
44590	10704009	»ðÇåÑï	0	280	10070	0	1	40 00 00 00 5B 00 00 00 00 00 00 00 0F 00 00 00	1	1	70	0	2500	0	0	1	0	 	5	5	0	0	
18733	10702001	Á¶Óü½£Ä§	2	300	10070	0	1	32 00 00 00 A9 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18825	10701002	ÈÛÑÒ¾Þöù	2	260	10070	0	1	15 00 00 00 3E 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18993	10701002	ÈÛÑÒ¾Þöù	2	260	10070	0	1	14 00 00 00 2C 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18735	10702001	Á¶Óü½£Ä§	2	300	10070	0	1	38 00 00 00 B7 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18737	10701002	ÈÛÑÒ¾Þöù	2	260	10070	0	1	17 00 00 00 3C 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18739	10701002	ÈÛÑÒ¾Þöù	2	260	10070	0	1	1E 00 00 00 32 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18741	10701003	ÁÒÑæ¾Þ»¢	2	270	10070	0	1	51 00 00 00 3E 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
19007	10701003	ÁÒÑæ¾Þ»¢	2	270	10070	0	1	4C 00 00 00 31 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18827	10701002	ÈÛÑÒ¾Þöù	2	260	10070	0	1	0A 00 00 00 2F 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18829	10701001	»ðÉ½ÊÞ	2	250	10070	0	1	19 00 00 00 0D 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18831	10701005	ÈÛÑÒÄ§Áú	2	290	10070	0	1	70 00 00 00 8E 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18833	0	charName	0	0	10070	0	1	14 00 00 00 D2 00 00 00 00 00 00 00 12 00 00 00	1	1	0	0	0	0	0	1	0	 	5	5	90	0	
18835	10701002	ÈÛÑÒ¾Þöù	2	260	10070	0	1	1D 00 00 00 38 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18861	10701001	»ðÉ½ÊÞ	2	250	10070	0	1	1B 00 00 00 1B 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18863	10701003	ÁÒÑæ¾Þ»¢	2	270	10070	0	1	4A 00 00 00 34 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18865	10701002	ÈÛÑÒ¾Þöù	2	260	10070	0	1	12 00 00 00 2E 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18867	10702001	Á¶Óü½£Ä§	2	300	10070	0	1	44 00 00 00 B3 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
44587	10704006	Ñ××åÌú½³	0	260	10070	0	1	21 00 00 00 3B 00 00 00 00 00 00 00 0F 00 00 00	1	1	140	0	2500	0	0	1	0	 	5	5	0	0	
18743	10701003	ÁÒÑæ¾Þ»¢	2	270	10070	0	1	51 00 00 00 3B 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
18979	10701002	ÈÛÑÒ¾Þöù	2	260	10070	0	1	0A 00 00 00 3A 00 00 00 01 00 00 00 0F 00 00 00	1	1	0	0	2500	0	0	1	0	 	5	5	0	0	
