string	string	int	int	int	int	int	string	string	string	string	string	int	string
108020	ms_name_108020	0	10804004	300	1	0	{"1": "info_108020_0_1_msg", "0": "info_108020_0_0_msg", "2": "info_108020_0_2_msg"}	{"1": {"-": "info_108020_0_1_reward_0"}, "0": {"-": "info_108020_0_0_reward_0"}, "2": {"-": "info_108020_0_2_reward_0"}}	{"1": {"10804002": "1"}, "0": {"10804002": "-1"}, "2": {"10804002": "2"}}	{"1": {"0": "m_info_108020_0_1_0_msg"}, "0": {"0": "m_info_108020_0_0_0_msg"}, "2": {"0": "m_info_108020_0_2_0_msg"}}	-	0	-
108030	ms_name_108030	0	10804005	310	1	0	{"1": "info_108030_0_1_msg", "0": "info_108030_0_0_msg"}	{"1": {"-": "info_108030_0_1_reward_0"}, "0": {"-": "info_108030_0_0_reward_0"}}	{"1": {"10804003": "2"}, "0": {"10804003": "-1"}}	{"1": {"0": "m_info_108030_0_1_0_msg"}, "0": {"0": "m_info_108030_0_0_0_msg"}}	-	0	-
108040	ms_name_108040	0	10804006	310	1	0	{"1": "info_108040_0_1_msg", "0": "info_108040_0_0_msg", "2": "info_108040_0_2_msg"}	{"1": {"-": "info_108040_0_1_reward_0"}, "0": {"-": "info_108040_0_0_reward_0"}, "2": {"-": "info_108040_0_2_reward_0"}}	{"1": {"10804004": "1"}, "0": {"10804004": "-1"}, "2": {"10804004": "2"}}	{"1": {"0": "m_info_108040_0_1_0_msg"}, "0": {"0": "m_info_108040_0_0_0_msg"}, "2": {"0": "m_info_108040_0_2_0_msg"}}	-	0	-
108050	ms_name_108050	0	10804007	320	1	0	{"1": "info_108050_0_1_msg", "0": "info_108050_0_0_msg"}	{"1": {"-": "info_108050_0_1_reward_0"}, "0": {"-": "info_108050_0_0_reward_0"}}	{"1": {"10804005": "2"}, "0": {"10804005": "-1"}}	{"1": {"0": "m_info_108050_0_1_0_msg"}, "0": {"0": "m_info_108050_0_0_0_msg"}}	-	0	-
108060	ms_name_108060	0	10804008	320	1	0	{"1": "info_108060_0_1_msg", "0": "info_108060_0_0_msg", "2": "info_108060_0_2_msg"}	{"1": {"-": "info_108060_0_1_reward_0"}, "0": {"-": "info_108060_0_0_reward_0"}, "2": {"-": "info_108060_0_2_reward_0"}}	{"1": {"10804006": "1"}, "0": {"10804006": "-1"}, "2": {"10804006": "2"}}	{"1": {"0": "m_info_108060_0_1_0_msg"}, "0": {"0": "m_info_108060_0_0_0_msg"}, "2": {"0": "m_info_108060_0_2_0_msg"}}	-	0	-
108070	ms_name_108070	0	10804009	330	1	0	{"1": "info_108070_0_1_msg", "0": "info_108070_0_0_msg"}	{"1": {"-": "info_108070_0_1_reward_0"}, "0": {"-": "info_108070_0_0_reward_0"}}	{"1": {"10804007": "2"}, "0": {"10804007": "-1"}}	{"1": {"0": "m_info_108070_0_1_0_msg"}, "0": {"0": "m_info_108070_0_0_0_msg"}}	-	0	-
108080	ms_name_108080	0	10804010	330	1	0	{"1": "info_108080_0_1_msg", "0": "info_108080_0_0_msg", "2": "info_108080_0_2_msg"}	{"1": {"-": "info_108080_0_1_reward_0"}, "0": {"-": "info_108080_0_0_reward_0"}, "2": {"-": "info_108080_0_2_reward_0"}}	{"1": {"10804008": "1"}, "0": {"10804008": "-1"}, "2": {"10804008": "2"}}	{"1": {"0": "m_info_108080_0_1_0_msg"}, "0": {"0": "m_info_108080_0_0_0_msg"}, "2": {"0": "m_info_108080_0_2_0_msg"}}	-	0	-
108090	ms_name_108090	0	10804011	340	1	0	{"1": "info_108090_0_1_msg", "0": "info_108090_0_0_msg"}	{"1": {"-": "info_108090_0_1_reward_0"}, "0": {"-": "info_108090_0_0_reward_0"}}	{"1": {"10804009": "2"}, "0": {"10804009": "-1"}}	{"1": {"0": "m_info_108090_0_1_0_msg"}, "0": {"0": "m_info_108090_0_0_0_msg"}}	-	0	-
108100	ms_name_108100	0	10804012	340	1	0	{"1": "info_108100_0_1_msg", "0": "info_108100_0_0_msg", "2": "info_108100_0_2_msg"}	{"1": {"-": "info_108100_0_1_reward_0"}, "0": {"-": "info_108100_0_0_reward_0"}, "2": {"-": "info_108100_0_2_reward_0"}}	{"1": {"10804010": "1"}, "0": {"10804010": "-1"}, "2": {"10804010": "2"}}	{"1": {"0": "m_info_108100_0_1_0_msg"}, "0": {"0": "m_info_108100_0_0_0_msg"}, "2": {"0": "m_info_108100_0_2_0_msg"}}	-	0	-
108110	ms_name_108110	0	10804013	350	1	0	{"1": "info_108110_0_1_msg", "0": "info_108110_0_0_msg"}	{"1": {"-": "info_108110_0_1_reward_0"}, "0": {"-": "info_108110_0_0_reward_0"}}	{"1": {"10804011": "2"}, "0": {"10804011": "-1"}}	{"1": {"0": "m_info_108110_0_1_0_msg"}, "0": {"0": "m_info_108110_0_0_0_msg"}}	-	0	-
108120	ms_name_108120	0	10804012	350	1	0	{"1": "info_108120_0_1_msg", "0": "info_108120_0_0_msg", "2": "info_108120_0_2_msg"}	{"1": {"-": "info_108120_0_1_reward_0"}, "0": {"-": "info_108120_0_0_reward_0"}, "2": {"-": "info_108120_0_2_reward_0"}}	{"1": {"10804012": "1"}, "0": {"10804012": "-1"}, "2": {"10804012": "2"}}	{"1": {"0": "m_info_108120_0_1_0_msg"}, "0": {"0": "m_info_108120_0_0_0_msg"}, "2": {"0": "m_info_108120_0_2_0_msg"}}	-	0	-
108130	ms_name_108130	0	10804013	350	1	0	{"1": "info_108130_0_1_msg", "0": "info_108130_0_0_msg"}	{"1": {"-": "info_108130_0_1_reward_0"}, "0": {"-": "info_108130_0_0_reward_0"}}	{"1": {"10804013": "2"}, "0": {"10804013": "-1"}}	{"1": {"0": "m_info_108130_0_1_0_msg"}, "0": {"0": "m_info_108130_0_0_0_msg"}}	-	0	-
2000	ms_name_2000	13	10104005	45	1	0	{"1": "info_2000_0_1_msg", "0": "info_2000_0_0_msg"}	{"1": {"-": "info_2000_0_1_reward_0"}, "0": {"-": "info_2000_0_0_reward_0"}}	{"1": {"10104004": "0"}, "0": {}}	{"1": {"0": "m_info_2000_0_1_0_msg"}, "0": {"0": "m_info_2000_0_0_0_msg"}}	-	0	-
20000	ms_name_20000	4	10804013	1	1	0	{"1": "info_20000_0_1_msg", "0": "info_20000_0_0_msg"}	{"1": {"-": "info_20000_0_1_reward_0"}, "0": {"-": "info_20000_0_0_reward_0"}}	{"1": {}, "0": {}}	{"1": {"0": "m_info_20000_0_1_0_msg"}, "0": {"0": "m_info_20000_0_0_0_msg"}}	-	0	-
20001	ms_name_20001	4	10804013	1	1	0	{"1": "info_20001_0_1_msg", "0": "info_20001_0_0_msg"}	{"1": {"-": "info_20001_0_1_reward_0"}, "0": {"-": "info_20001_0_0_reward_0"}}	{"1": {}, "0": {}}	{"1": {"0": "m_info_20001_0_1_0_msg"}, "0": {"0": "m_info_20001_0_0_0_msg"}}	-	0	-
20002	ms_name_20002	18	10804013	1	1	0	{"1": "info_20002_0_1_msg", "0": "info_20002_0_0_msg"}	{"1": {"-": "info_20002_0_1_reward_0"}, "0": {"-": "info_20002_0_0_reward_0"}}	{"1": {}, "0": {}}	{"1": {"0": "m_info_20002_0_1_0_msg"}, "0": {"0": "m_info_20002_0_0_0_msg"}}	-	0	-
20003	ms_name_20003	18	10804013	1	1	0	{"1": "info_20003_0_1_msg", "0": "info_20003_0_0_msg"}	{"1": {"-": "info_20003_0_1_reward_0"}, "0": {"-": "info_20003_0_0_reward_0"}}	{"1": {}, "0": {}}	{"1": {"0": "m_info_20003_0_1_0_msg"}, "0": {"0": "m_info_20003_0_0_0_msg"}}	-	0	-
20004	ms_name_20004	4	10804013	1	1	0	{"1": "info_20004_0_1_msg", "0": "info_20004_0_0_msg"}	{"1": {"-": "info_20004_0_1_reward_0"}, "0": {"-": "info_20004_0_0_reward_0"}}	{"1": {}, "0": {}}	{"1": {"0": "m_info_20004_0_1_0_msg"}, "0": {"0": "m_info_20004_0_0_0_msg"}}	-	0	-
2001	ms_name_2001	7	10109001	45	2	0	{"0": "info_2001_0_0_msg"}	{"0": {"-": "info_2001_0_0_reward_0"}}	{"0": {"10109001": "1"}}	{"0": {"0": "m_info_2001_0_0_0_msg"}}	-	0	-
2002	ms_name_2002	7	10109002	45	2	0	{"0": "info_2002_0_0_msg"}	{"0": {"-": "info_2002_0_0_reward_0"}}	{"0": {"10109002": "1"}}	{"0": {"0": "m_info_2002_0_0_0_msg"}}	-	0	-
2003	ms_name_2003	7	10109003	45	2	0	{"0": "info_2003_0_0_msg"}	{"0": {"-": "info_2003_0_0_reward_0"}}	{"0": {"10109003": "1"}}	{"0": {"0": "m_info_2003_0_0_0_msg"}}	-	0	-
2004	ms_name_2004	7	10109004	45	2	0	{"0": "info_2004_0_0_msg"}	{"0": {"-": "info_2004_0_0_reward_0"}}	{"0": {"10109004": "1"}}	{"0": {"0": "m_info_2004_0_0_0_msg"}}	-	0	-
2005	ms_name_2005	7	10109005	45	2	0	{"0": "info_2005_0_0_msg"}	{"0": {"-": "info_2005_0_0_reward_0"}}	{"0": {"10109005": "1"}}	{"0": {"0": "m_info_2005_0_0_0_msg"}}	-	0	-
2006	ms_name_2006	7	10109006	45	2	0	{"0": "info_2006_0_0_msg"}	{"0": {"-": "info_2006_0_0_reward_0"}}	{"0": {"10109006": "1"}}	{"0": {"0": "m_info_2006_0_0_0_msg"}}	-	0	-
2007	ms_name_2007	7	10104005	45	1	0	{"0": "info_2007_0_0_msg"}	{"0": {"-": "info_2007_0_0_reward_0"}}	{"0": {}}	{"0": {"0": "m_info_2007_0_0_0_msg"}}	-	0	-
2008	ms_name_2008	7	10104005	45	1	0	{"0": "info_2008_0_0_msg"}	{"0": {"-": "info_2008_0_0_reward_0"}}	{"0": {"{visit_npc_id}": "2"}}	{"0": {"0": "m_info_2008_0_0_0_msg"}}	-	0	-
2009	ms_name_2009	6	10104005	45	1	0	{"0": "info_2009_0_0_msg"}	{"0": {"-": "info_2009_0_0_reward_0"}}	{"0": {}}	{"0": {"0": "m_info_2009_0_0_0_msg"}}	-	0	-
20410	ms_name_20410	5	10404004	30	1	0	{"1": "info_20410_0_1_msg", "0": "info_20410_0_0_msg", "2": "info_20410_0_2_msg"}	{"1": {"-": "info_20410_0_1_reward_0"}, "0": {"-": "info_20410_0_0_reward_0"}, "2": {"-": "info_20410_0_2_reward_0"}}	{"1": {"10404003": "-1", "10404004": "1"}, "0": {"10404003": "0"}, "2": {"10404004": "2"}}	{"1": {"0": "m_info_20410_0_1_0_msg"}, "0": {"0": "m_info_20410_0_0_0_msg"}, "2": {"0": "m_info_20410_0_2_0_msg"}}	-	0	-
20420	ms_name_20420	4	10404004	30	1	0	{"1": "info_20420_0_1_msg", "0": "info_20420_0_0_msg"}	{"1": {"-": "info_20420_0_1_reward_0"}, "0": {"-": "info_20420_0_0_reward_0"}}	{"1": {}, "0": {}}	{"1": {"0": "m_info_20420_0_1_0_msg"}, "0": {"0": "m_info_20420_0_0_0_msg"}}	-	0	-
20430	ms_name_20430	19	10404007	30	1	0	{"0": "info_20430_0_0_msg"}	{"0": {"-": "info_20430_0_0_reward_0"}}	{"0": {"10404008": "2"}}	{"0": {"0": "m_info_20430_0_0_0_msg"}}	-	0	-
20431	ms_name_20431	19	10404007	30	1	0	{"1": "info_20431_0_1_msg", "0": "info_20431_0_0_msg"}	{"1": {"-": "info_20431_0_1_reward_0"}, "0": {"-": "info_20431_0_0_reward_0"}}	{"1": {"10404008": "2"}, "0": {"10404008": "1"}}	{"1": {"0": "m_info_20431_0_1_0_msg"}, "0": {"0": "m_info_20431_0_0_0_msg"}}	-	0	-
20432	ms_name_20432	19	10404007	30	1	0	{"1": "info_20432_0_1_msg", "0": "info_20432_0_0_msg"}	{"1": {"-": "info_20432_0_1_reward_0"}, "0": {"-": "info_20432_0_0_reward_0"}}	{"1": {"10404008": "2"}, "0": {"10404008": "1"}}	{"1": {"0": "m_info_20432_0_1_0_msg"}, "0": {"0": "m_info_20432_0_0_0_msg"}}	-	0	-
20433	ms_name_20433	19	10404007	30	1	0	{"1": "info_20433_0_1_msg", "0": "info_20433_0_0_msg"}	{"1": {"-": "info_20433_0_1_reward_0"}, "0": {"-": "info_20433_0_0_reward_0"}}	{"1": {"10404008": "2"}, "0": {"10404008": "-1"}}	{"1": {"0": "m_info_20433_0_1_0_msg"}, "0": {"0": "m_info_20433_0_0_0_msg"}}	-	0	-
20510	ms_name_20510	18	10504002	125	1	0	{"0": "info_20510_0_0_msg"}	{"0": {"-": "info_20510_0_0_reward_0"}}	{"0": {"10404013": "2"}}	{"0": {"0": "m_info_20510_0_0_0_msg"}}	-	0	-
20511	ms_name_20511	18	10504003	125	1	0	{"1": "info_20511_0_1_msg", "0": "info_20511_0_0_msg"}	{"1": {"-": "info_20511_0_1_reward_0"}, "0": {"-": "info_20511_0_0_reward_0"}}	{"1": {"10404013": "2"}, "0": {"10404013": "1"}}	{"1": {"0": "m_info_20511_0_1_0_msg"}, "0": {"0": "m_info_20511_0_0_0_msg"}}	-	0	-
20512	ms_name_20512	18	10504004	125	1	0	{"1": "info_20512_0_1_msg", "0": "info_20512_0_0_msg", "2": "info_20512_0_2_msg"}	{"1": {"-": "info_20512_0_1_reward_0"}, "0": {"-": "info_20512_0_0_reward_0"}, "2": {"-": "info_20512_0_2_reward_0"}}	{"1": {"10404013": "1"}, "0": {"10404013": "1"}, "2": {"10404013": "2"}}	{"1": {"0": "m_info_20512_0_1_0_msg"}, "0": {"0": "m_info_20512_0_0_0_msg"}, "2": {"0": "m_info_20512_0_2_0_msg"}}	-	0	-
20513	ms_name_20513	18	10504005	125	1	0	{"1": "info_20513_0_1_msg", "0": "info_20513_0_0_msg", "2": "info_20513_0_2_msg"}	{"1": {"-": "info_20513_0_1_reward_0"}, "0": {"-": "info_20513_0_0_reward_0"}, "2": {"-": "info_20513_0_2_reward_0"}}	{"1": {"10404013": "1"}, "0": {"10404013": "1"}, "2": {"10404013": "2"}}	{"1": {"0": "m_info_20513_0_1_0_msg"}, "0": {"0": "m_info_20513_0_0_0_msg"}, "2": {"0": "m_info_20513_0_2_0_msg"}}	-	0	-
20514	ms_name_20514	18	10504006	125	1	0	{"1": "info_20514_0_1_msg", "0": "info_20514_0_0_msg", "2": "info_20514_0_2_msg"}	{"1": {"-": "info_20514_0_1_reward_0"}, "0": {"-": "info_20514_0_0_reward_0"}, "2": {"-": "info_20514_0_2_reward_0"}}	{"1": {"10404013": "1"}, "0": {"10404013": "1"}, "2": {"10404013": "2"}}	{"1": {"0": "m_info_20514_0_1_0_msg"}, "0": {"0": "m_info_20514_0_0_0_msg"}, "2": {"0": "m_info_20514_0_2_0_msg"}}	-	0	-
20515	ms_name_20515	18	10504007	125	1	0	{"1": "info_20515_0_1_msg", "0": "info_20515_0_0_msg", "2": "info_20515_0_2_msg"}	{"1": {"-": "info_20515_0_1_reward_0"}, "0": {"-": "info_20515_0_0_reward_0"}, "2": {"-": "info_20515_0_2_reward_0"}}	{"1": {"10404013": "1"}, "0": {"10404013": "1"}, "2": {"10404013": "2"}}	{"1": {"0": "m_info_20515_0_1_0_msg"}, "0": {"0": "m_info_20515_0_0_0_msg"}, "2": {"0": "m_info_20515_0_2_0_msg"}}	-	0	-
20516	ms_name_20516	18	10504007	125	1	0	{"0": "info_20516_0_0_msg"}	{"0": {"-": "info_20516_0_0_reward_0"}}	{"0": {"10404013": "1"}}	{"0": {"0": "m_info_20516_0_0_0_msg"}}	-	0	-
20520	ms_name_20520	4	10504009	130	1	0	{"1": "info_20520_0_1_msg", "0": "info_20520_0_0_msg"}	{"1": {"-": "info_20520_0_1_reward_0"}, "0": {"-": "info_20520_0_0_reward_0"}}	{"1": {}, "0": {}}	{"1": {"0": "m_info_20520_0_1_0_msg"}, "0": {"0": "m_info_20520_0_0_0_msg"}}	-	0	-
2101	ms_name_2101	7	10109001	45	1	0	{"0": "info_2101_0_0_msg"}	{"0": {"-": "info_2101_0_0_reward_0"}}	{"0": {"{visit_npc_id}": "2"}}	{"0": {"0": "m_info_2101_0_0_0_msg"}}	-	0	-
2102	ms_name_2102	7	10109002	45	1	0	{"0": "info_2102_0_0_msg"}	{"0": {"-": "info_2102_0_0_reward_0"}}	{"0": {}}	{"0": {"0": "m_info_2102_0_0_0_msg"}}	-	0	-
2103	ms_name_2103	7	10109003	45	2	0	{"0": "info_2103_0_0_msg"}	{"0": {"-": "info_2103_0_0_reward_0"}}	{"0": {"10109006": "1"}}	{"0": {"0": "m_info_2103_0_0_0_msg"}}	-	0	-
2104	ms_name_2104	7	10109004	45	1	0	{"0": "info_2104_0_0_msg"}	{"0": {"-": "info_2104_0_0_reward_0"}}	{"0": {"{visit_npc_id}": "2"}}	{"0": {"0": "m_info_2104_0_0_0_msg"}}	-	0	-
2105	ms_name_2105	7	10109005	45	1	0	{"0": "info_2105_0_0_msg"}	{"0": {"-": "info_2105_0_0_reward_0"}}	{"0": {}}	{"0": {"0": "m_info_2105_0_0_0_msg"}}	-	0	-
2106	ms_name_2106	7	10109006	45	2	0	{"0": "info_2106_0_0_msg"}	{"0": {"-": "info_2106_0_0_reward_0"}}	{"0": {"10109003": "1"}}	{"0": {"0": "m_info_2106_0_0_0_msg"}}	-	0	-
2107	ms_name_2107	7	10104005	45	1	0	{"0": "info_2107_0_0_msg"}	{"0": {"-": "info_2107_0_0_reward_0"}}	{"0": {"{visit_npc_id}": "2"}}	{"0": {"0": "m_info_2107_0_0_0_msg"}}	-	0	-
2108	ms_name_2108	7	10104005	45	1	0	{"0": "info_2108_0_0_msg"}	{"0": {"-": "info_2108_0_0_reward_0"}}	{"0": {}}	{"0": {"0": "m_info_2108_0_0_0_msg"}}	-	0	-
2109	ms_name_2109	7	10109001	45	1	0	{"0": "info_2109_0_0_msg"}	{"0": {"-": "info_2109_0_0_reward_0"}}	{"0": {"{visit_npc_id}": "2"}}	{"0": {"0": "m_info_2109_0_0_0_msg"}}	-	0	-
2110	ms_name_2110	7	10109002	45	1	0	{"0": "info_2110_0_0_msg"}	{"0": {"-": "info_2110_0_0_reward_0"}}	{"0": {}}	{"0": {"0": "m_info_2110_0_0_0_msg"}}	-	0	-
2111	ms_name_2111	7	10109001	45	2	0	{"0": "info_2111_0_0_msg"}	{"0": {"-": "info_2111_0_0_reward_0"}}	{"0": {"10109001": "1"}}	{"0": {"0": "m_info_2111_0_0_0_msg"}}	-	0	-
2112	ms_name_2112	7	10109002	45	1	0	{"0": "info_2112_0_0_msg"}	{"0": {"-": "info_2112_0_0_reward_0"}}	{"0": {"{visit_npc_id}": "2"}}	{"0": {"0": "m_info_2112_0_0_0_msg"}}	-	0	-
2113	ms_name_2113	7	10109003	45	1	0	{"0": "info_2113_0_0_msg"}	{"0": {"-": "info_2113_0_0_reward_0"}}	{"0": {}}	{"0": {"0": "m_info_2113_0_0_0_msg"}}	-	0	-
2114	ms_name_2114	7	10109004	45	2	0	{"0": "info_2114_0_0_msg"}	{"0": {"-": "info_2114_0_0_reward_0"}}	{"0": {"10109004": "1"}}	{"0": {"0": "m_info_2114_0_0_0_msg"}}	-	0	-
2115	ms_name_2115	7	10109005	45	1	0	{"0": "info_2115_0_0_msg"}	{"0": {"-": "info_2115_0_0_reward_0"}}	{"0": {"{visit_npc_id}": "2"}}	{"0": {"0": "m_info_2115_0_0_0_msg"}}	-	0	-
2116	ms_name_2116	7	10109006	45	1	0	{"0": "info_2116_0_0_msg"}	{"0": {"-": "info_2116_0_0_reward_0"}}	{"0": {}}	{"0": {"0": "m_info_2116_0_0_0_msg"}}	-	0	-
2117	ms_name_2117	7	10104005	45	1	0	{"0": "info_2117_0_0_msg"}	{"0": {"-": "info_2117_0_0_reward_0"}}	{"0": {"{visit_npc_id}": "2"}}	{"0": {"0": "m_info_2117_0_0_0_msg"}}	-	0	-
2118	ms_name_2118	7	10104005	45	1	0	{"0": "info_2118_0_0_msg"}	{"0": {"-": "info_2118_0_0_reward_0"}}	{"0": {}}	{"0": {"0": "m_info_2118_0_0_0_msg"}}	-	0	-
2119	ms_name_2119	7	10109001	45	2	0	{"0": "info_2119_0_0_msg"}	{"0": {"-": "info_2119_0_0_reward_0"}}	{"0": {"10109002": "1"}}	{"0": {"0": "m_info_2119_0_0_0_msg"}}	-	0	-
2120	ms_name_2120	7	10109002	45	1	0	{"0": "info_2120_0_0_msg"}	{"0": {"-": "info_2120_0_0_reward_0"}}	{"0": {"{visit_npc_id}": "2"}}	{"0": {"0": "m_info_2120_0_0_0_msg"}}	-	0	-
3000	ms_name_3000	14	10104004	45	1	0	{"0": "info_3000_0_0_msg"}	{"0": {"-": "info_3000_0_0_reward_0"}}	{"0": {"10104005": "0"}}	{"0": {"0": "m_info_3000_0_0_0_msg"}}	-	0	-
3001	ms_name_3001	12	10109001	45	2	0	{"0": "info_3001_0_0_msg"}	{"0": {"-": "info_3001_0_0_reward_0"}}	{"0": {"10109001": "1"}}	{"0": {"0": "m_info_3001_0_0_0_msg"}}	-	0	-
3002	ms_name_3002	12	10109002	45	2	0	{"0": "info_3002_0_0_msg"}	{"0": {"-": "info_3002_0_0_reward_0"}}	{"0": {"10109002": "1"}}	{"0": {"0": "m_info_3002_0_0_0_msg"}}	-	0	-
3003	ms_name_3003	12	10109003	45	2	0	{"0": "info_3003_0_0_msg"}	{"0": {"-": "info_3003_0_0_reward_0"}}	{"0": {"10109003": "1"}}	{"0": {"0": "m_info_3003_0_0_0_msg"}}	-	0	-
3004	ms_name_3004	12	10109004	45	2	0	{"0": "info_3004_0_0_msg"}	{"0": {"-": "info_3004_0_0_reward_0"}}	{"0": {"10109004": "1"}}	{"0": {"0": "m_info_3004_0_0_0_msg"}}	-	0	-
3005	ms_name_3005	12	10109005	45	2	0	{"0": "info_3005_0_0_msg"}	{"0": {"-": "info_3005_0_0_reward_0"}}	{"0": {"10109005": "1"}}	{"0": {"0": "m_info_3005_0_0_0_msg"}}	-	0	-
3006	ms_name_3006	12	10109006	45	2	0	{"0": "info_3006_0_0_msg"}	{"0": {"-": "info_3006_0_0_reward_0"}}	{"0": {"10109006": "1"}}	{"0": {"0": "m_info_3006_0_0_0_msg"}}	-	0	-
3007	ms_name_3007	12	10104004	45	1	0	{"0": "info_3007_0_0_msg"}	{"0": {"-": "info_3007_0_0_reward_0"}}	{"0": {}}	{"0": {"0": "m_info_3007_0_0_0_msg"}}	-	0	-
3008	ms_name_3008	12	10104004	45	1	0	{"1": "info_3008_0_1_msg", "0": "info_3008_0_0_msg"}	{"1": {"-": "info_3008_0_1_reward_0"}, "0": {"-": "info_3008_0_0_reward_0"}}	{"1": {"{visit_npc_id}": "-1"}, "0": {"{visit_npc_id}": "2"}}	{"1": {"0": "m_info_3008_0_1_0_msg"}, "0": {"0": "m_info_3008_0_0_0_msg"}}	-	0	-
3009	ms_name_3009	11	10104004	45	1	0	{"0": "info_3009_0_0_msg"}	{"0": {"-": "info_3009_0_0_reward_0"}}	{"0": {}}	{"0": {"0": "m_info_3009_0_0_0_msg"}}	-	0	-
4000	ms_name_4000	3	10104005	65	1	0	{"1": "info_4000_0_1_msg", "0": "info_4000_0_0_msg"}	{"1": {}, "0": {}}	{"1": {}, "0": {}}	{"1": {"0": "m_info_4000_0_1_0_msg"}, "0": {"0": "m_info_4000_0_0_0_msg"}}	-	0	-
4001	ms_name_4001	3	10109001	90	1	0	{"1": "info_4001_0_1_msg", "0": "info_4001_0_0_msg"}	{"1": {}, "0": {}}	{"1": {}, "0": {}}	{"1": {"0": "m_info_4001_0_1_0_msg"}, "0": {"0": "m_info_4001_0_0_0_msg"}}	-	0	-
4002	ms_name_4002	3	10109002	140	1	0	{"1": "info_4002_0_1_msg", "0": "info_4002_0_0_msg"}	{"1": {}, "0": {}}	{"1": {}, "0": {}}	{"1": {"0": "m_info_4002_0_1_0_msg"}, "0": {"0": "m_info_4002_0_0_0_msg"}}	-	0	-
4003	ms_name_4003	3	10109003	180	1	0	{"1": "info_4003_0_1_msg", "0": "info_4003_0_0_msg"}	{"1": {}, "0": {}}	{"1": {}, "0": {}}	{"1": {"0": "m_info_4003_0_1_0_msg"}, "0": {"0": "m_info_4003_0_0_0_msg"}}	-	0	-
4004	ms_name_4004	3	10109004	220	1	0	{"1": "info_4004_0_1_msg", "0": "info_4004_0_0_msg"}	{"1": {}, "0": {}}	{"1": {}, "0": {}}	{"1": {"0": "m_info_4004_0_1_0_msg"}, "0": {"0": "m_info_4004_0_0_0_msg"}}	-	0	-
4005	ms_name_4005	3	10109005	240	1	0	{"1": "info_4005_0_1_msg", "0": "info_4005_0_0_msg"}	{"1": {}, "0": {}}	{"1": {}, "0": {}}	{"1": {"0": "m_info_4005_0_1_0_msg"}, "0": {"0": "m_info_4005_0_0_0_msg"}}	-	0	-
4006	ms_name_4006	3	10109006	260	1	0	{"1": "info_4006_0_1_msg", "0": "info_4006_0_0_msg"}	{"1": {}, "0": {}}	{"1": {}, "0": {}}	{"1": {"0": "m_info_4006_0_1_0_msg"}, "0": {"0": "m_info_4006_0_0_0_msg"}}	-	0	-
4007	ms_name_4007	3	10104005	280	1	0	{"1": "info_4007_0_1_msg", "0": "info_4007_0_0_msg"}	{"1": {}, "0": {}}	{"1": {}, "0": {}}	{"1": {"0": "m_info_4007_0_1_0_msg"}, "0": {"0": "m_info_4007_0_0_0_msg"}}	-	0	-
4008	ms_name_4008	3	10104005	300	1	0	{"1": "info_4008_0_1_msg", "0": "info_4008_0_0_msg"}	{"1": {}, "0": {}}	{"1": {}, "0": {}}	{"1": {"0": "m_info_4008_0_1_0_msg"}, "0": {"0": "m_info_4008_0_0_0_msg"}}	-	0	-
4009	ms_name_4009	3	10104005	315	1	0	{"1": "info_4009_0_1_msg", "0": "info_4009_0_0_msg"}	{"1": {}, "0": {}}	{"1": {}, "0": {}}	{"1": {"0": "m_info_4009_0_1_0_msg"}, "0": {"0": "m_info_4009_0_0_0_msg"}}	-	0	-
4010	ms_name_4010	3	10109001	330	1	0	{"1": "info_4010_0_1_msg", "0": "info_4010_0_0_msg"}	{"1": {}, "0": {}}	{"1": {}, "0": {}}	{"1": {"0": "m_info_4010_0_1_0_msg"}, "0": {"0": "m_info_4010_0_0_0_msg"}}	-	0	-
4011	ms_name_4011	3	10109002	345	1	0	{"1": "info_4011_0_1_msg", "0": "info_4011_0_0_msg"}	{"1": {}, "0": {}}	{"1": {}, "0": {}}	{"1": {"0": "m_info_4011_0_1_0_msg"}, "0": {"0": "m_info_4011_0_0_0_msg"}}	-	0	-
4012	ms_name_4012	3	10109003	360	1	0	{"1": "info_4012_0_1_msg", "0": "info_4012_0_0_msg"}	{"1": {}, "0": {}}	{"1": {}, "0": {}}	{"1": {"0": "m_info_4012_0_1_0_msg"}, "0": {"0": "m_info_4012_0_0_0_msg"}}	-	0	-
4013	ms_name_4013	3	10109004	380	1	0	{"1": "info_4013_0_1_msg", "0": "info_4013_0_0_msg"}	{"1": {}, "0": {}}	{"1": {}, "0": {}}	{"1": {"0": "m_info_4013_0_1_0_msg"}, "0": {"0": "m_info_4013_0_0_0_msg"}}	-	0	-
4100	ms_name_4100	4	10504005	105	1	0	{"1": "info_4100_0_1_msg", "0": "info_4100_0_0_msg"}	{"1": {"-": "info_4100_0_1_reward_0"}, "0": {"-": "info_4100_0_0_reward_0"}}	{"1": {}, "0": {}}	{"1": {"0": "m_info_4100_0_1_0_msg"}, "0": {"0": "m_info_4100_0_0_0_msg"}}	-	0	-
4101	ms_name_4101	4	10504005	150	1	0	{"1": "info_4101_0_1_msg", "0": "info_4101_0_0_msg"}	{"1": {"-": "info_4101_0_1_reward_0"}, "0": {"-": "info_4101_0_0_reward_0"}}	{"1": {}, "0": {}}	{"1": {"0": "m_info_4101_0_1_0_msg"}, "0": {"0": "m_info_4101_0_0_0_msg"}}	-	0	-
