int	int	string	int	int	int[]	int[]	int
1367	3	暴击神兵	366	5370	12|13	1560|35293	0
1368	3	暴击神兵	367	5415	12|13	1560|35459	0
1369	3	暴击神兵	368	5455	12|13	1560|35626	0
1370	3	暴击神兵	369	5505	12|13	1560|35794	0
1371	3	暴击神兵	370	5545	12|13	1560|35962	0
1372	3	暴击神兵	371	5590	12|13	1560|36131	0
1373	3	暴击神兵	372	5635	12|13	1560|36300	0
1374	3	暴击神兵	373	5680	12|13	1560|36470	0
1375	3	暴击神兵	374	5725	12|13	1560|36641	0
1376	3	暴击神兵	375	5770	12|13	1575|36812	0
1377	3	暴击神兵	376	5820	12|13	1575|36983	0
1378	3	暴击神兵	377	5865	12|13	1575|37155	0
1379	3	暴击神兵	378	5910	12|13	1575|37328	0
1380	3	暴击神兵	379	5960	12|13	1575|37501	0
1381	3	暴击神兵	380	6005	12|13	1575|37674	0
1382	3	暴击神兵	381	6050	12|13	1575|37849	0
1383	3	暴击神兵	382	6100	12|13	1575|38023	0
1384	3	暴击神兵	383	6150	12|13	1575|38199	0
1385	3	暴击神兵	384	6195	12|13	1575|38374	0
1386	3	暴击神兵	385	6245	12|13	1575|38551	0
1387	3	暴击神兵	386	6295	12|13	1575|38728	0
1388	3	暴击神兵	387	6345	12|13	1575|38905	0
1389	3	暴击神兵	388	6395	12|13	1575|39083	0
1390	3	暴击神兵	389	6440	12|13	1575|39262	0
1391	3	暴击神兵	390	6495	12|13	1590|39441	0
1392	3	暴击神兵	391	6545	12|13	1590|39621	0
1393	3	暴击神兵	392	6595	12|13	1590|39801	0
1394	3	暴击神兵	393	6645	12|13	1590|39982	0
1395	3	暴击神兵	394	6695	12|13	1590|40163	0
1396	3	暴击神兵	395	6750	12|13	1590|40345	0
1397	3	暴击神兵	396	6800	12|13	1590|40527	0
1398	3	暴击神兵	397	6850	12|13	1590|40710	0
1399	3	暴击神兵	398	6910	12|13	1590|40894	0
1400	3	暴击神兵	399	6955	12|13	1590|41078	0
1401	3	暴击神兵	400	0	12|13	1590|41263	0
