int	int	string	string	int	float	float	float	Vector3	float	Vector3	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	float	string	int	int	int	int	int	int[]	int	int	int
10604007	0	N011	海老	210	1.2	0.5	1	(-0.3,0.15,0)	0.7	(-3.69,17.59,-2.9)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	673
10604008	0	N025	海族之长	210	1.2	0.5	1	(-0.35,0.15,0)	0.63	(0,15,0)	1	0	272	283	555	0	0	0	0	0	3000	838	104	10	300	0	6	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	1	1		1	1	1	1	0	0	9	0	670
10604009	0	N023	海武	220	1.2	0.5	1	(-0.26,0,0)	0.8	(0,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10604010	0	N001	海心	220	1.2	0.5	1	(-0.3,0.18,0)	0.75	(0,15,-1.36)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10604011	0	N024	海城	230	1.2	0.5	1	(-0.29,0.03,0)	0.8	(0,15,0)	1	0	272	283	555	0	0	0	0	0	3000	838	104	10	300	0	6	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	1	1		1	1	1	1	0	0	9	0	0
10604012	0	N019	海文若	230	1.2	0.5	1	(-0.18,0.1,0)	0.7	(0,11.43,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10604013	0	N002	祭典长老	240	1.2	0.5	1	(-0.33,0,0)	0.85	(0,22.21,-2.5)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	80000	0
10604014	0	N012	海族祖老	240	1.2	0.5	1	(-0.27,0.08,0)	0.7	(0,6.65,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10604015	0	N028	神秘老人	250	1.2	0.5	1	(-0.28,0.07,0)	0.8	(-8,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10604016	0	N012	遗迹祖老	250	1.2	0.5	1	(-0.27,0.08,0)	0.7	(0,6.65,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10604017	0	N028	神秘老人	250	1.2	0.5	1	(-0.28,0.07,0)	0.8	(-8,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	680
10604018	0	N020	钦天监	250	1.2	0.5	1	(-0.25,0.08,0)	0.7	(0,20.1,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10704001	0	N025	炎族长老	250	1.2	0.5	1	(-0.35,0.15,0)	0.63	(0,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10704002	0	M136	刑天之魂	250	1.2	0.5	0.5	(-0.22,0.15,0)	0.22	(-5.9,0,0)	1	0	272	283	555	0	0	0	0	0	3000	838	104	10	300	0	6	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	1	1		0	1	1	1	0	0	9	0	0
10704003	0	N001	火凰	250	1.2	0.5	1	(-0.3,0.18,0)	0.75	(0,15,-1.36)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	672
10704004	0	N011	炎族族老	250	1.2	0.5	1	(-0.3,0.15,0)	0.7	(-3.69,17.59,-2.9)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	673
10704005	0	N026	炎杰	260	1.2	0.5	1	(-0.26,-0.03,0)	0.8	(0,7,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	675
10704006	0	N013	炎族铁匠	260	1.2	0.5	1	(-0.29,0.08,0)	0.7	(0,15,0)	1	0	272	283	555	0	0	0	0	0	3000	838	104	10	300	0	6	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	1	1		1	1	1	1	0	0	9	0	674
10704007	0	N034	火彩铃	270	1.2	0.5	1	(-0.25,0.025,0)	0.8	(0,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10704008	0	N027	炎涛	270	1.2	0.5	1	(-0.26,0.05,0)	0.8	(0,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10704009	0	N026	火清扬	280	1.2	0.5	1	(-0.26,-0.03,0)	0.8	(0,7,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10704010	0	N026	炎天狼	280	1.2	0.5	1	(-0.26,-0.03,0)	0.8	(0,7,0)	1	0	272	283	555	0	0	0	0	0	3000	838	104	10	300	0	6	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	1	1		1	1	1	1	0	0	9	0	0
10704011	0	N001	炎然	290	1.2	0.5	1	(-0.3,0.18,0)	0.75	(0,15,-1.36)	1	0	272	283	555	0	0	0	0	0	3000	838	104	10	300	0	6	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	1	1		1	1	1	1	0	0	9	0	0
10704012	0	N027	火子豪	290	1.2	0.5	1	(-0.26,0.05,0)	0.8	(0,15,0)	1	0	272	283	555	0	0	0	0	0	3000	838	104	10	300	0	6	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	1	1		1	1	1	1	0	0	9	0	682
10704013	0	N026	炎瀚海	300	1.2	0.5	1	(-0.26,-0.03,0)	0.8	(0,7,0)	1	0	272	283	555	0	0	0	0	0	3000	838	104	10	300	0	6	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	1	1		1	1	1	1	0	0	9	0	0
10704014	0	N027	火鹏云	300	1.2	0.5	1	(-0.26,0.05,0)	0.8	(0,15,0)	1	0	272	283	555	0	0	0	0	0	3000	838	104	10	300	0	6	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	1	1		1	1	1	1	0	0	9	0	0
10704015	0	N028	神秘老人	300	1.2	0.5	1	(-0.28,0.07,0)	0.8	(-8,15,0)	1	0	272	283	555	0	0	0	0	0	3000	838	104	10	300	0	6	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	1	1		1	1	1	1	0	0	9	0	679
10804001	0	N028	神秘老人	300	1.2	0.5	1	(-0.28,0.07,0)	0.8	(-8,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10804002	0	N029	本心之魂	300	1.2	0.5	1	(-0.21,-0.01,0)	0.7	(0,15,0)	1	0	272	283	555	0	0	0	0	0	3000	838	104	10	300	0	6	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	1	1		1	1	1	1	0	0	9	0	677
10804003	0	N030	天机真人	310	1.2	0.5	1	(-0.25,0.05,0)	0.7	(0,10,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	676
10804004	0	N029	识之魂	310	1.2	0.5	1	(-0.21,-0.01,0)	0.7	(0,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10804005	0	N012	沐风真人	320	1.2	0.5	1	(-0.27,0.08,0)	0.7	(0,6.65,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10804006	0	N029	疾之魂	320	1.2	0.5	1	(-0.21,-0.01,0)	0.7	(0,15,0)	1	0	272	283	555	0	0	0	0	0	3000	838	104	10	300	0	6	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	1	1		1	1	1	1	0	0	9	0	0
10804007	0	N014	浮光真人	330	1.2	0.5	1	(-0.3,0.17,0)	0.7	(0,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10804008	0	N029	耀之魂	330	1.2	0.5	1	(-0.21,-0.01,0)	0.7	(0,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10804009	0	N012	破竹真人	340	1.2	0.5	1	(-0.27,0.08,0)	0.7	(0,6.65,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10804010	0	N029	临之魂	340	1.2	0.5	1	(-0.21,-0.01,0)	0.7	(0,15,0)	1	0	272	283	555	0	0	0	0	0	3000	838	104	10	300	0	6	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	1	1		1	1	1	1	0	0	9	0	0
10804011	0	N008	鲸吞真人	350	1.2	0.5	1	(-0.25,0.1,0)	0.7	(0,0.5,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10804012	0	N029	鹏之魂	350	1.2	0.5	1	(-0.21,-0.01,0)	0.7	(0,15,0)	1	0	272	283	555	0	0	0	0	0	3000	838	104	10	300	0	6	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	1	1		1	1	1	1	0	0	9	0	0
10804013	0	N028	神秘老人	350	1.2	0.5	1	(-0.28,0.07,0)	0.8	(-8,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10804101	0	N029	不闻之魂	350	1.2	0.5	1	(-0.21,-0.01,0)	0.7	(0,15,0)	1	0	272	283	555	0	0	0	0	0	3000	838	104	10	300	0	6	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	1	1		1	1	1	1	0	0	9	0	678
10804102	0	N013	搬山匠士	350	1.2	0.5	1	(-0.29,0.08,0)	0.7	(0,15,0)	1	0	272	283	555	0	0	0	0	0	3000	838	104	10	300	0	6	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	1	1		1	1	1	1	0	0	9	0	0
10804103	0	N012	神机子	350	1.2	0.5	1	(-0.27,0.08,0)	0.7	(0,6.65,0)	1	0	272	283	555	0	0	0	0	0	3000	838	104	10	300	0	6	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	1	1		1	1	1	1	0	0	9	0	0
10904001	0	N028	神秘老人	300	1.2	0.5	1	(-0.28,0.07,0)	0.8	(-8,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10904002	0	N029	本心之魂	300	1.2	0.5	1	(-0.21,-0.01,0)	0.7	(0,15,0)	1	0	272	283	555	0	0	0	0	0	3000	838	104	10	300	0	6	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	1	1		1	1	1	1	0	0	9	0	677
10904003	0	N030	天机真人	310	1.2	0.5	1	(-0.25,0.05,0)	0.7	(0,10,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	676
10904004	0	N029	识之魂	310	1.2	0.5	1	(-0.21,-0.01,0)	0.7	(0,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10904005	0	N012	沐风真人	320	1.2	0.5	1	(-0.27,0.08,0)	0.7	(0,6.65,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10904006	0	N029	疾之魂	320	1.2	0.5	1	(-0.21,-0.01,0)	0.7	(0,15,0)	1	0	272	283	555	0	0	0	0	0	3000	838	104	10	300	0	6	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	1	1		1	1	1	1	0	0	9	0	0
10904007	0	N014	浮光真人	330	1.2	0.5	1	(-0.3,0.17,0)	0.7	(0,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10904008	0	N029	耀之魂	330	1.2	0.5	1	(-0.21,-0.01,0)	0.7	(0,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10904009	0	N012	破竹真人	340	1.2	0.5	1	(-0.27,0.08,0)	0.7	(0,6.65,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10904010	0	N029	临之魂	340	1.2	0.5	1	(-0.21,-0.01,0)	0.7	(0,15,0)	1	0	272	283	555	0	0	0	0	0	3000	838	104	10	300	0	6	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	1	1		1	1	1	1	0	0	9	0	0
10904011	0	N008	鲸吞真人	350	1.2	0.5	1	(-0.25,0.1,0)	0.7	(0,0.5,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10904012	0	N029	鹏之魂	350	1.2	0.5	1	(-0.21,-0.01,0)	0.7	(0,15,0)	1	0	272	283	555	0	0	0	0	0	3000	838	104	10	300	0	6	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	1	1		1	1	1	1	0	0	9	0	0
10904013	0	N028	神秘老人	350	1.2	0.5	1	(-0.28,0.07,0)	0.8	(-8,15,0)	1	0	607	742	1264	0	0	0	0	0	3000	1390	3772	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	0	1		1	1	1	1	0	0	9	0	0
10904014	0	N029	不闻之魂	350	1.2	0.5	1	(-0.21,-0.01,0)	0.7	(0,15,0)	1	0	272	283	555	0	0	0	0	0	3000	838	104	10	300	0	6	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	1	1		1	1	1	1	0	0	9	0	678
10904015	0	N013	搬山匠士	350	1.2	0.5	1	(-0.29,0.08,0)	0.7	(0,15,0)	1	0	272	283	555	0	0	0	0	0	3000	838	104	10	300	0	6	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	1	1		1	1	1	1	0	0	9	0	0
10904016	0	N012	神机子	350	1.2	0.5	1	(-0.27,0.08,0)	0.7	(0,6.65,0)	1	0	272	283	555	0	0	0	0	0	3000	838	104	10	300	0	6	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	200	1	1		1	1	1	1	0	0	9	0	0
50109001	0	Sh01	幼龙	441	1.2	0.5	1.3	(0,0,0)	1	(0,0,0)	1	0	1	1	1	0	0	0	0	0	0	1	1	0	300	2	0	0	0	0	0	0	0	0	0	0	10	2	48189	0	0	0	1	1	1		1	1	2	1	0	0	9	0	0
50109002	0	Sh02	雏凤	441	1.2	0.5	1.3	(0,0,0)	1	(0,0,0)	1	0	1	1	1	0	0	0	0	0	0	1	1	0	300	2	0	0	0	0	0	0	0	0	0	0	10	2	48189	0	0	0	1	1	1		1	1	2	1	0	0	9	0	0
50106001	16	B_Cw01	道士鼠	441	1.2	0.5	1	(0,0.15,0)	1	(0,0,0)	1	0	1	1	1	0	0	0	0	0	3000	1	1	0	300	2	8	0	0	0	0	0	0	0	0	0	20	2	48189	0	0	0	105	0	1		1	1	1	1	0	0	9	0	0
50106002	16	B_Cw02	灵狐仙	441	1.2	0.5	1	(0,0.15,0)	1	(0,0,0)	1	0	1	1	1	0	0	0	0	0	3000	1	1	0	300	2	8	0	0	0	0	0	0	0	0	0	20	2	48189	0	0	0	105	0	1		1	1	1	1	0	0	9	0	0
50106101	16	B_Cw03	冰原狼妖	441	1.2	0.5	1	(0,0.15,0)	1	(0,0,0)	1	0	1	1	1	0	0	0	0	0	3000	1	1	0	300	2	8	0	0	0	0	0	0	0	0	0	20	2	48189	0	0	0	105	0	1		1	1	1	1	0	0	9	0	0
50106102	16	B_Cw04	鬼将军	441	1.2	0.5	1	(0,0.1,0)	1	(0,0,0)	1	0	1	1	1	0	0	0	0	0	3000	1	1	0	300	2	8	0	0	0	0	0	0	0	0	0	20	2	48189	0	0	0	105	0	1		1	1	1	1	0	0	9	0	0
50106201	16	B_Cw05	铁壁金刚	441	1.2	0.5	1	(0,0.1,0)	1	(0,0,0)	1	0	1	1	1	0	0	0	0	0	3000	1	1	0	300	2	8	0	0	0	0	0	0	0	0	0	20	2	48189	0	0	0	105	0	1		1	1	1	1	0	0	9	0	0
50106302	16	B_Cw08	阴阳无常	441	1.2	0.5	1	(0,0.18,0)	1	(0,0,0)	1	0	1	1	1	0	0	0	0	0	3000	1	1	0	300	2	8	0	0	0	0	0	0	0	0	0	20	2	48189	0	0	0	105	0	1		1	1	1	1	0	0	9	0	0
50106103	16	B_Cw09	摇滚猫熊	441	1.2	0.5	1	(0,0.1,0)	1	(0,0,0)	1	0	1	1	1	0	0	0	0	0	3000	1	1	0	300	2	8	0	0	0	0	0	0	0	0	0	20	2	48189	0	0	0	105	0	1		1	1	1	1	0	0	9	0	0
50106204	16	B_Cw06	齐天小美	441	1.2	0.5	1	(0,0.1,0)	1	(0,0,0)	1	0	1	1	1	0	0	0	0	0	3000	1	1	0	300	2	8	0	0	0	0	0	0	0	0	0	20	2	48189	0	0	0	105	0	1		1	1	1	1	0	0	9	0	0
50106301	16	B_Cw07	炎魔	441	1.2	0.5	1	(0,0.15,0)	1	(0,0,0)	1	0	1	1	1	0	0	0	0	0	3000	1	1	0	300	2	8	0	0	0	0	0	0	0	0	0	20	2	48189	0	0	0	105	0	1		1	1	1	1	0	0	9	0	0
50106303	16	B_Cw10	冰火冥魂	441	1.2	0.5	1	(0,0.11,0)	1	(0,0,0)	1	0	1	1	1	0	0	0	0	0	3000	1	1	0	300	2	8	0	0	0	0	0	0	0	0	0	20	2	48189	0	0	0	105	0	1		1	1	1	1	0	0	9	0	0
50106304	16	B_Cw11	九黎妖虎	441	1.2	0.5	1	(0.03,0.16,0)	0.9	(0,0,0)	1	0	1	1	1	0	0	0	0	0	3000	1	1	0	300	2	8	0	0	0	0	0	0	0	0	0	20	2	48189	0	0	0	105	0	1		1	1	1	1	0	0	9	0	0
50106012	16	B_Cw06	齐天小美	441	1.2	0.5	1	(0,0.1,0)	1	(0,0,0)	1	0	1	1	1	0	0	0	0	0	3000	1	1	0	300	2	8	0	0	0	0	0	0	0	0	0	20	2	48189	0	0	0	105	0	1		1	1	1	1	0	0	9	0	0
50105001	16	M008	傲世神驹	1	1.2	0.5	1	(0,0,0)	1	(0,0,0)	1	0	1	2	26	0	0	0	0	0	3000	1200	100	0	300	0	2	0	0	0	0	0	0	0	0	0	10	2	203	0	0	0	105	1	1		1	1	1	1	0	0	9	0	0
50105002	3	Zh01	枪元素	1	1.2	0.5	1	(0,0,0)	1	(0,0,0)	1	0	1	1	1	0	0	0	1	0	3000	1	1	0	100	0	10	50932	0	0	0	0	0	0	0	0	10	2	5	0	0	0	101	0	1		1	1	1	1	0	0	9	0	0
50105003	3	Zh02	道元素	1	1.2	0.5	1	(0,0,0)	1	(0,0,0)	1	0	1	1	1	0	0	0	1	0	3000	1	1	0	100	0	10	55932	0	0	0	0	0	0	0	0	10	2	5	0	0	0	101	0	1		1	1	1	1	0	0	9	0	0
50105004	3	Zh03	剑元素	1	1.2	0.5	1	(0,0,0)	1	(0,0,0)	1	0	1	1	1	0	0	0	1	0	3000	1	1	0	100	0	10	0	0	0	0	0	0	0	0	0	10	2	5	0	0	0	101	0	1		1	1	1	1	0	0	9	0	0
50105005	3	M075	定身法师	1	1.2	0.5	1	(0,0,0)	1	(0,0,0)	1	0	100	100	0	10000	0	0	1	0	3000	100000	0	0	300	2	6	11083	0	0	0	0	0	0	0	0	15	2	50000	0	0	0	180	1	1		1	1	1	1	0	0	9	0	0
50105006	3	M033	加血术士	1	1.2	0.5	1	(0,0,0)	1	(0,0,0)	1	0	100	100	0	10000	0	0	1	0	3000	100000	0	0	300	2	6	11086	0	0	0	0	0	0	0	0	15	2	50000	0	0	0	180	1	1		1	1	1	1	0	0	9	0	0
50105007	3	M033	神龙护卫	1	1.2	0.5	1	(0,0,0)	1	(0,0,0)	1	0	100	100	0	10000	103	0	1	0	3000	100000	0	0	300	2	6	0	0	0	0	0	0	0	0	0	15	2	50000	0	0	0	180	1	1		1	1	1	1	0	0	9	0	0
50105008	3	M058	自爆神兵	1	1.2	0.5	1	(0,0,0)	1	(0,0,0)	1	0	100	100	0	10000	0	0	1	0	3000	100000	0	0	300	2	6	11081	0	0	0	0	0	0	0	0	15	2	50000	0	0	0	223	1	1		1	1	1	1	0	0	9	0	0
50105009	4	Empty	暴风雪	1	1.2	0.5	1	(0,0,0)	1	(0,0,0)	1	0	1	1	0	0	0	0	0	0	1000	1	0	0	0	2	6	55801	0	0	0	0	0	0	0	0	15	2	5	0	1	0	102	0	0		1	1	1	1	0	0	9	0	0
50105010	4	ranshaoquan	燃烧圈	1	1.2	0.5	1	(0,0,0)	1	(0,0,0)	1	0	1	1	0	0	0	0	0	0	1000	1	0	0	0	2	6	10224	0	0	0	0	0	0	0	0	15	2	5	0	1	0	102	0	0		1	1	1	1	0	0	9	0	0
50105011	4	ranshaoquan	燃烧圈	1	1.2	0.5	1	(0,0,0)	1	(0,0,0)	1	0	1	1	0	0	0	0	0	0	1000	1	0	0	0	2	6	10227	0	0	0	0	0	0	0	0	15	2	5	0	1	0	102	0	0		1	1	1	1	0	0	9	0	0
50105012	4	ranshaoquan	燃烧圈	1	1.2	0.5	1	(0,0,0)	1	(0,0,0)	1	0	1	1	0	0	0	0	0	0	1000	1	0	0	0	2	6	10321	0	0	0	0	0	0	0	0	15	2	5	0	1	0	102	0	0		1	1	1	1	0	0	9	0	0
50105013	4	ranshaoquan	燃烧圈	1	1.2	0.5	1	(0,0,0)	1	(0,0,0)	1	0	1	1	0	0	0	0	0	0	1000	1	0	0	0	2	6	10326	0	0	0	0	0	0	0	0	15	2	5	0	1	0	102	0	0		1	1	1	1	0	0	9	0	0
50105014	3	M033	神龙守卫	50	1.2	0.5	1	(0,0,0)	1	(0,0,0)	1	0	100	100	0	10000	103	0	1	0	3000	100000	0	0	300	2	6	0	0	0	0	0	0	0	0	0	15	2	50000	0	0	0	180	1	1		1	1	1	1	0	0	9	0	0
50105015	3	M033	神龙守卫	180	1.2	0.5	1	(0,0,0)	1	(0,0,0)	1	0	100	100	0	10000	103	0	1	0	3000	100000	0	0	300	2	6	0	0	0	0	0	0	0	0	0	15	2	50000	0	0	0	180	1	1		1	1	1	1	0	0	9	0	0
50105016	3	M033	神龙守卫	350	1.2	0.5	1	(0,0,0)	1	(0,0,0)	1	0	100	100	0	10000	103	0	1	0	3000	100000	0	0	300	2	6	0	0	0	0	0	0	0	0	0	15	2	50000	0	0	0	180	1	1		1	1	1	1	0	0	9	0	0
50105017	4	Empty	战士xp	1	1.2	0.5	1	(0,0,0)	1	(0,0,0)	1	0	1	1	0	0	0	0	0	0	1000	1	0	0	0	2	6	151	0	0	0	0	0	0	0	0	15	2	4	0	1	0	102	0	0		1	1	1	1	0	0	9	150	0
50105018	4	Empty	法师xp	1	1.2	0.5	1	(0,0,0)	1	(0,0,0)	1	0	1	1	0	0	0	0	0	0	1000	1	0	0	0	2	6	251	0	0	0	0	0	0	0	0	15	2	4	0	1	0	102	0	0		1	1	1	1	0	0	9	250	0
50107001	3	M110	召唤元素	1	1.2	0.5	1	(0,0,0)	1	(0,0,0)	1	0	1	1	1	0	0	0	0	0	3000	1	1	0	100	0	10	0	0	0	0	0	0	0	0	0	10	2	5	0	0	0	101	0	1		1	1	1	1	0	0	9	0	0
50107002	3	M008	治疗图腾	65	1.2	0.5	1	(0,0,0)	1	(0,0,0)	1	0	727	757	16	0	0	0	0	0	3000	432	46	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	6395	0	0	0	62	1	1		1	1	1	1	0	0	9	0	0
50108001	14	M008	遗失物资(大)	1	1.2	0.5	1	(0,0,0)	1	(0,0,0)	1	0	1	1	1	0	0	0	0	0	3000	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	214	0	1		1	1	1	1	0	0	9	0	0
50108002	9	M008	神秘精源	1	1.2	0.5	1	(0,0,0)	1	(0,0,0)	1	0	1	1	1	0	0	0	0	0	3000	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0	214	0	1		1	1	1	1	0	0	9	0	0
10101001	2	M003	机关幻兽	5	1.2	0.5	1	(0,0,0)	1	(0,0,0)	1	0	24	24	4	0	1	0	0	0	4000	3196	0	0	200	2	6	0	0	0	0	0	0	0	0	1	10	1	35	0	0	0	1	1	1		1	1	1	1	0	0	9	0	0
10101002	2	M001	大耳	6	1.2	0.5	1	(0,0,0)	1	(0,0,0)	1	0	25	25	9	0	1	0	0	0	4000	3854	0	0	200	2	6	0	0	0	0	0	0	0	0	1	10	1	66	0	0	0	1	1	1		1	1	1	1	0	0	9	0	0
