string	string	string	int[]	string	int
UnblockTreasure	0	0	20	恭喜<color=#109d06ff>%s0</color>获得法宝<color=#fa1010ff><Word info=treasure id=%s1/></color>	0
WytjReward	0	0	1|20	恭喜玩家<color=#109d06FF>%s0</color>在我要天机活动中投掷出六个天机骰子获得最高奖励	0
NOGreatBourn	0	0	2	当前非大境界渡劫状态，无法将大境界渡劫设为队伍目标	0
GemComposeFail	0	0	1	同等级宝石数量不足，无法合成	0
DemonJarDoubleVip	0	0	1	<size=22><color=#fa1010>VIP %s0 </color></size>开启封魔坛双倍挑战	0
DemonJarDoubleUnEnough	0	0	1	剩余次数不足双倍挑战，请购买次数	0
HLYYBeforeStart	0	0	5|20	混乱妖域将于<color=#109d06FF>%s0</color>分钟后开始，请各仙友提前做好准备	0
HLYYStart	0	0	5|20	混乱妖域活动开始，前方凶险，各位仙友最好组队前往	0
XMZZBeforeStart	0	0	5|20	仙魔之争将于<color=#109d06FF>%s0</color>分钟后开始，请各仙友提前做好准备	0
XMZZStart	0	0	5|20	仙魔之争活动开始，请各位仙友前去一较高下	0
GetGodWeapon	0	0	1|20	恭喜<color=#109d06ff>%s0</color>解封<color=#109d06ff><Word info=GodWeapon type=%s1/></color>	0
GodWeaponLv	0	0	1|20	恭喜<color=#109d06ff>%s0</color>将<color=#109d06ff><Word info=GodWeapon type=%s1/></color>升至<color=#109d06ff>%s2</color>阶	0
PetUpLv	0	0	1|20	恭喜<color=#109d06ff>%s0</color>将灵宠<color=#109d06ff><Word info=Pet id=%s1/></color>驯养至<color=#109d06ff>%s2</color>级，解锁技能<color=#109d06ff><Word info=Skill ID=%s3/></color>，战斗力大幅度提升！	0
PetUpLvMax	0	0	1|20	恭喜<color=#109d06ff>%s0</color>将灵宠<color=#109d06ff><Word info=Pet id=%s1/></color>驯养至满级，战斗力大幅度提升了！	
MountUpLv	0	0	1|20	恭喜<color=#109d06ff>%s0</color>将<color=#109d06ff><Word info=mount id=%s1/></color>驯养至<color=#109d06ff>%s2</color>级，解锁技能<color=#109d06ff><Word info=Skill ID=%s3/></color>，战斗力大幅度提升！	0
MountUpLvMax	0	0	1|20	恭喜<color=#109d06ff>%s0</color>将坐骑<color=#109d06ff><Word info=mount id=%s1/></color>驯养至满级，战斗力大幅度提升了！	
GetMountSkill	0	0	1|20	恭喜<color=#109d06ff>%s0</color>习得坐骑技能<color=#109d06ff><Word info=Skill ID=%s1/></color>	0
DungeoninCoolTime	0	0	1	副本正处于<color=#fa1010>冷却中</color>，<color=#fa1010>等待</color>冷却时间结束或者花费<color=#fa1010>绑玉/仙玉消除</color>冷却才可继续挑战	0
RuneTowerNoChalleng	0	0	1	你还<color=#fa1010>未挑战</color>通过任一层，无法进行扫荡	0
LeagueCannotGo1	0	0	1	您的仙盟<color=#fa1010>已结束</color>此场战斗，下一场比赛开始于%s0，早点来哦	0
LeagueCannotGo2	0	0	1	您的仙盟<color=#fa1010>已结束</color>此轮战斗，下一轮仙盟联赛将于%s0开启	0
LeagueCannotGo3	0	0	1	您的仙盟本周<color=#fa1010>没有资格</color>参与本轮仙盟联赛，还请继续努力	0
LeagueCannotGo4	0	0	1	您的仙盟在本场<color=#fa1010>轮空</color>，无法进入仙盟联赛战场	0
LeagueCannotGo5	0	0	1	您还没有仙盟，请先<color=#fa1010>加入仙盟</color>才有机会参与仙盟联赛	0
LeagueNoFL1	0	0	1	今日已领取过俸禄	0
LeagueNoFL2	0	0	1	不是王者仙盟成员，无法领取俸禄	0
FamilyWarFamilyChanged	0	0	1	您在本轮联赛中退出了原仙盟，无法在原仙盟以外的仙盟参与仙盟联赛	0
BagNoItem	0	0	1	暂无<Word info=item id=%s0/>	0
Achievement_8	0	0	1	暂无可锤炼神兵石	0
Achievement_16	0	0	1	本日已签到，明日再来	0
Achievement_21	0	0	1	暂无可上架道具	0
Achievement_36_1	0	0	1	Boss暂未复活，无法进入	0
Achievement_36_2	0	0	1	冰晶矿脉次数不足，请购买次数	0
Achievement_44	0	0	1	符印不足，挑战符印塔、每日扫荡获得海量符印	0
Achievement_45	0	0	1	符印精华不足，挑战符印塔、每日扫荡获得海量符印精华	0
Achievement_46	0	0	1	仙界秘境次数不足，VIP4可增加购买次数	0
Achievement_49	0	0	1	麒麟之府次数不足，请购买次数	0
Achievement_51	0	0	1	炼丹材料不足，无法炼丹	0
Achievement_52	0	0	1	活跃值不足无法领取，完成日常任务、限时活动可获得大量活跃值	0
Achievement_54	0	0	1	宗门试炼次数不足	0
Achievement_60	0	0	1	宝石孔不足，6阶装备或VIP6可增加宝石孔	0
Achievement_63	0	0	1	本日娲皇遗迹次数已完成，上仙明日再战	0
Achievement_63_2	0	0	1	东皇钟觉醒开启娲皇遗迹	0
Achievement_79	0	0	1	尚未开启本阶段大境界渡劫，继续修行或者助战仙友	0
Achievement_81_1	0	0	1	仙界秘境次数不足，VIP4可增加购买次数	0
Achievement_81_2	0	0	1	Boss暂未复活，无法进入	0
Achievement_91	0	0	1	潜力值不足，挑战娲皇遗迹获得大量SP值	0
Achievement_99	0	0	1	可购买次数不足，VIP4可增加购买次数	0
Achievement_103	0	0	1	上仙修行未满，请继续潜修	0
Achievement_104	0	0	1	上仙完成当前境界渡劫，才可进行心魔打坐	0
Achievement_109	0	0	1	请填充该技能到技能栏	0
Achievement_113	0	0	1	本日仙盟福利已领取，上仙可明日再来	0
Achievement_125	0	0	1	冰晶矿脉次数不足，请购买次数	0
AchievementDungeonCompleted	0	0	1	本日副本次数已用完，上仙请明日再战	0
RuneUnlock	0	0	1	通关<color=#fa1010>%s0</color>开启	0
RuneGridUnEnough	0	0	1	当前最多可镶嵌<color=#109d06ff>{0}</color>个双属性符印	
GetSkillInfo	0	0	20	恭喜您成功解锁法宝技能<color=#109d06ff><Word info=Skill ID=%s0/></color>	0
TreasureItemUnenough	0	0	1	八卦炉所需解封材料不足，请收集足够的材料	0
TreasureLvUnenough	0	0	1	角色等级不足，无法解封法宝	0
FunNoOpen	0	0	2	当前版本暂不开启该功能！	0
SkillSelectedTarget	0	0	1	释放该技能需要选中一个目标	0
DemonJarLvChallenge	0	0	1	等级达到<color=#fa1010>%s0</color>级，可挑战Boss	0
NoPlayerName	0	0	2	请输入玩家名称	0
NoneFairy	0	0	1	当前暂无仙盟，创建自己的仙盟，招揽仙友吧~	0
AncientBattlefield_1	0	0	1|20	恭喜玩家<color=#109d06ff>%s0</color>，达成上古成就<color=#109d06ff><Word info=Success id=%s1/></color>	0
AncientBattlefield_2	0	0	1|20	玩家<color=#109d06ff>%s0</color>，突破极限，连续击杀<color=#109d06ff>%s1</color>人！	0
AncientBattlefield_3	0	0	1|20	玩家<color=#109d06ff>%s0</color>，开始暴走了，连续击杀<color=#109d06ff>%s1</color>人！	0
AncientBattlefield_4	0	0	1|20	玩家<color=#109d06ff>%s0</color>，已经无人能挡了，连续击杀<color=#109d06ff>%s1</color>人！	0
AncientBattlefield_5	0	0	1|20	玩家<color=#109d06ff>%s0</color>，马上就要超神了，连续击杀<color=#109d06ff>%s1</color>人！	0
AncientBattlefield_6	0	0	1|20	玩家<color=#109d06ff>%s0</color>，已经超越神了，连续击杀<color=#109d06ff>%s1</color>人！	0
AncientBattlefield_7	0	0	1|20	<color=#109d06ff>%s0玩家</color>终结了<color=#109d06ff>%s1</color>玩家的<color=#109d06ff>%s2</color>连杀！	0
TaskTip4107	0	0	1	只有在仙盟成员进行<color=#109d06ff>单人渡劫</color>时才可以对仙盟成就进行护法！	0
NowWorldMap	0	0	1	您已在当前地图	0
NoEquipDonate	0	0	1	暂无可捐献装备	0
CantChangeInDemon	0	0	1	在封魔坛副本中无法改变双倍挑战勾选状态	0
CancelEnterFB	0	0	1	队伍未全员准备，取消进入副本	0
Task_Transfer1	0	0	1	您正在打Boss中，无法寻路	0
PetStone_1	0	0	1	暂无可使用灵宠兽魂	0
MountStone_1	0	0	1	暂无可使用坐骑精魄	0
HappyXB	0	0	1|20	恭喜<color=#109d06ff>%s0</color>，在寻宝活动中获得<a><Word info=item ID=%s1 userdata=%s2/>|showitem=%s1 userdata=%s2</a>	0
OpenRedBag1	0	0	5|20	恭喜<color=#109d06ff>%s0</color>，在让红包飞活动中抢红包累积达到<color=#109d06ff>%s1绑玉</color>，<color=#109d06><a>我也要抢|openui=142</a></color>	0
OpenRedBag2	0	0	5|20	恭喜<color=#109d06ff>%s0</color>一马当先，达成开服成就<color=#109d06ff><Word info=OSRedEnvelope id=%s1/></color> ，发放<color=#109d06ff>%s2绑玉</color>红包，<color=#109d06><a>前往抢红包|openui=142</a></color>	0
OpenRedBag3	0	0	5|20	恭喜<color=#109d06ff>%s0</color>达成开服成就<color=#109d06ff><Word info=OSRedEnvelope id=%s1/></color> ，发放<color=#109d06ff>%s2绑玉</color>红包，<color=#109d06><a>前往抢红包|openui=142</a></color>	0
ActiveOutTime	0	0	2	活动已结束	0
ShopBuyBroadcast_1	0	0	1|20	恭喜<color=#109d06FF>%s0</color>购买了<a><Word info=item id=%s1/>|showitem=%s1 userdata=%s2</a>，战力飞涨！<color=#109d06><a>我也要买|openui=153</a></color>	0
RuneEssenceLack	0	0	1	<color=#fa1010>符印精华不足</color>，<color=#109d06>分解符印</color>可获得符印精华	0
FirstPayReward1	0	0	5|20	恭喜<color=#109d06ff>%s0</color>成功领取首充豪礼<a><Word info=item ID=%s1/>|showitem=%s1</a>，<a><Word info=item ID=%s2/>|showitem=%s2 </a>，<color=#109d06><a>我也要领|openui=143</a></color>	0
FirstPayReward2	0	0	2	您已参加过活动	
TreasureFindHost1	0	0	1	领取成功，完成进度+1	
TreasureFindHost2	0	0	1	您已领取全部奖励，快前往解封法宝吧	
OpenRedBag4	0	0	1	抢红包次数不足，<color=#109d06>%s0</color>后恢复1次	
AddActivityCount_1	0	0	1	使用<color=#109d06><Word info=item ID=%s0/></color>，<color=#109d06><Word info=Map ID=%s1/></color>增加%s2次通关次数	
PetShowTipAchievement1	0	0	1	未获得该灵宠	
PetShowTipAchievement2	0	0	1	暂无可培养灵宠丹	
HorseShowTipAchievement1	0	0	1	未获得改坐骑	
HorseShowTipAchievement2	0	0	1	暂无可培养坐骑丹	
DailyquestNothingToGet	0	0	1	<color=#fa0101>完成日常修行和限时活动可获取修行点</color>	
EquipDevour_Text_1	0	0	1	未选择需要分解的装备，无法分解	
FabaoAwaken	0	0	2	当前法宝可觉醒，请先觉醒	
FairyStoreOpenLimit	0	0	1	仙盟等级达到<color=#fa1010>%s0级</color>开启	
JumpPrompt	0	0	1	还未开启该功能，<color=#109d06>充值后</color>可开启	
FirstPayAlreadyGet	0	0	2	您已领取过首充奖励	
itemuse_chenxin_31379	0	0	1	任务物品无法出售	
VoiceOutTime	0	0	1	该条语音已失效	
TicketComposeUnlock	0	0	1	<color=#ff0303>%s0级</color>开启<color=#ff0303>%s1</color>合成	
Unlock_BJMopUp1	0	0	1	通关过冰晶矿脉一次后开启扫荡	
Unlock_BJMopUp2	0	0	1	通关过冰晶矿脉且达到%s0级后开启扫荡	
Unlock_BJMopUp3	0	0	1	达到%s0级后开启扫荡	
WorldBossCountItem	0	0	1	使用<color=#109d06><Word info=item ID=%s0/></color>，减少<color=#109d06>%s1</color>点已使用的<Word info=RichTextMsgReplace Name=BossTpye id=%s2/>疲劳	
WorldBossCountItem1	0	0	1	您已使用的<Word info=RichTextMsgReplace Name=BossTpye id=%s0/>疲劳为0，无法减少已使用疲劳	
FuncNoOpen_XMZZ1	0	0	1	%s0开启仙魔之争	
FuncNoOpen_XMYH1	0	0	1	%s0开启仙盟宴会	
FuncNoOpen_XBXZ1	0	0	1	%s0开启仙宝寻主功能	
FuncNoOpen_WorldBoss1	0	0	1	%s0开启世界Boss	
FuncNoOpen_WingsRefine1	0	0	1	%s0开启翅膀精炼，提升翅膀品质	
FuncNoOpen_WingsHe1	0	0	1	%s0开启翅膀合成，酷炫翅膀翱翔天际	
FuncNoOpen_Wash1	0	0	1	%s0开启装备洗练功能	
FuncNoOpen_UnionMatch1	0	0	1	%s0且加入仙盟后开启仙盟联赛	
FuncNoOpen_Task1	0	0	1	%s0开启仙盟任务	
FuncNoOpen_Suit1	0	0	1	%s0开启套装锻造功能	
FuncNoOpen_Sp1	0	0	1	%s0开启技能潜力提升	
FuncNoOpen_SignIn1	0	0	1	%s0开启签到	
FuncNoOpen_SGZC1	0	0	1	%s0开启上古战场	
FuncNoOpen_RuneTower1	0	0	1	%s0开启符印塔	
FuncNoOpen_Recharge1	0	0	2	%s0开启充值	
FuncNoOpen_Realm1	0	0	1	%s0开启境界	
FuncNoOpen_RankPanel1	0	0	1	%s0开启排行榜功能，看看自己是否金榜题名	
FuncNoOpen_Pray2	0	0	1	%s0开启铜钱祈愿功能	
FuncNoOpen_Pray1	0	0	1	%s0开启经验祈愿功能	
FuncNoOpen_PersonBoss1	0	0	1	%s0开启Vip专属VIP Boss	
FuncNoOpen_PassSkill1	0	0	1	%s0开启被动技能	
FuncNoOpen_MoZu1	0	0	1	%s0开启魔族法宝	
FuncNoOpen_Market1	0	0	1	%s0开启集市	
FuncNoOpen_Magic1	0	0	1	%s0开启神兵	
FuncNoOpen_He1	0	0	1	%s0开启合成功能，<color=#ff0303>180级</color>开启翅膀合成	
FuncNoOpen_GuShen1	0	0	1	%s0开启古神禁地，夺取套装石	
FuncNoOpen_Gem1	0	0	1	%s0开启宝石镶嵌功能	
FuncNoOpen_Friend1	0	0	1	%s0开启仙缘	
FuncNoOpen_FreePoint1	0	0	1	%s0开启自由加点	
FuncNoOpen_Fairy1	0	0	1	%s0开启仙盟	
FuncNoOpen_EquipDevour1	0	0	1	%s0开启装备分解功能	
FuncNoOpen_DailyQuest1	0	0	1	%s0开启日常	
FuncNoOpen_ChatLimit1	0	0	1	%s0开启聊天对话	
FuncNoOpen_BossHome1	0	0	1	%s0开启Vip特权Boss之家	
FuncNoOpen_AutoZhan1	0	0	1	%s0开启装备合成，红三星装备降世	
RoleTitle_1	0	0	1	还未接取<color=#109d06>%s0</color>任务	
TreasureSoulWakeUp	0	0	4|20	恭喜<color=#109d06FF>%s0</color>成功觉醒<color=#109d06FF><Word info=treasureprivilege id=%s1/></color>	
RepeatChat	0	0	1	发送重复消息过于频繁，<color=#109d06FF>10秒</color>后可重新发送	
OnChatCD	0	0	1	发送失败，消息发送过快，10秒后可发送消息	
SweepFB_1	0	0	1	您已在该副本当中，无法进行扫荡	
GiftAlreadyBuy	0	0	1	您已购买过该礼包	
GiftNoOpen	0	0	1	领取首充礼包后开通超值礼包购买	
FuncNoOpen_Title1	0	0	1	%s0开启称号功能	
FuncNoOpen_SevenOnLine	0	0	1	%s0开启七天登录功能	
FuncNoOpen_LVGift	0	0	1	%s0开启等级礼包功能	
OpenBoxItem	0	0	1	<Word info=RichTextMsgReplace Name=Packet id=%s0/>空间不足，开启<color=#109d06><Word info=item ID=%s1/></color>，还需<color=#ff0303>%s2个</color>空闲格子	
FuncNoOpen_TreasureSoul	0	0	1	%s0开启法宝之魂功能	
WorldBossNoHarm	0	0	1	世界Boss功能未开启，无法对世界Boss造成伤害	
ComposeNothingToAdd	0	0	1	无合适材料可自动放入，请手动选择成功率材料	
ComposeFullToAdd	0	0	1	<color=#ff0101FF>已达最大成功率</color>	
OSRedpackSfx	0	0			
SideQuest_None	0	0	1	暂未可执行的支线任务	
FuncNoOpen_DaBao1	0	0	1	%s0开启封魔坛打宝	
VoiceSendSuccess	0	0	1	语音发送成功	
VoiceSendFail	0	0	1	取消语音发送	
VoiceToolack	0	0	1	消息过短，无法发送	
WeaPonOverDue	0	0	1	试用首充武器已过期	
SPSuccessHint	0	0	1	当前成功率100%，不需要添加材料	
SPItemNotEnough	0	0	1	材料不足，无法添加	
GeRen_liubo_403656	0	0	1	不存在该物品	
VipInvestmentLimit	0	0	1	达到<color=#109d06>VIP4</color>才能进行投资	
FirstGoldWPOver	0	0	1	首充试用武器已过期，进行首充来续费吧	
Bugle_Lost_InputOverlong	0	0	1	文字输入过长，不能超过50个字符	
ConsumptionRebate1	0	0	5|20	<color=#FF109D06>消费返利</color>活动已开启，当日内若<color=#FF109D06>消费仙玉</color>到达指定额度，即可在福利-消费返利的活动界面领取丰厚的<color=#FF109D06>大礼包</color>！	
ConsumptionRebate2	0	0	5|20	恭喜<color=#109d06FF>%s0</color>累计消费到达{1}领取了消费返利活动最高档次的豪华大礼包！	
ExpActivity_Ready	0	0	5	<color=#109d06ff>%s0倍经验活</color>动将在%s1开启，在线杀怪获得双倍经验，感受飞速升级的快感！	
ExpActivity_Goahead	0	0	5	<color=#109d06ff>%s0倍经验活动</color>已经开启，在线杀怪获得双倍经验，感受飞速升级的快感！	
ExpActivity_Start	0	0	5	<color=#109d06ff><Word info=EXPActivity type=%s0/></color>活动已经开启，请各位玩家火速参与！	
ExpActivity_End	0	0	5	<color=#109d06ff><Word info=EXPActivity type=%s0/></color>活动还有5分钟就要结束啦，感谢各位玩家参与本次活动！	
ExpActivity_Close	0	0	5	<color=#109d06ff><Word info=EXPActivity type=%s0/></color>活动已经结束，感谢各位玩家参与本次活动！	
Waiting_For_Prompt	0	0	1	倒计时结束后可领取返还的仙玉，请耐心等待噢	
Pick_Up_Tips	0	0	1	已领取过返还仙玉	
Missing_Tips	0	0	1	已错过白拿极品的机会，下次请早噢	
BuyVIPGift	0	0	5|20	恭喜<color=#109d06ff>%s0</color>购买了<color=#109d06ff>VIP%s1礼包</color>，获得了<a><Word info=item ID=%s2/>|showitem=%s2</a>，战力飙升！<color=#109d06><a>我也要买|openui=%s3</a></color>	
InputExchangeCode	0	0	1	请输入兑换码才可领取奖励	
ConsumptionRebate3	0	0	20	恭喜<color=#109d06FF>%s0</color>累计消费到达{1}，成功领取消费返利活动的豪华大礼包！	
BossFHOpen	0	0	2	Boss复活活动已开启，打开福利界面即可参与	
DungeonGuardSkyText1	0	0	1	正处于守卫人皇的活动时间，暂时无法退出仙盟。	
DungeonGuardSkyText2	0	0	1	正处于守卫人皇的活动时间，暂时无法踢出成员。	
RecyclingElixir	0	0	2	回收丹药成功，获得<color=#109d06FF>%s0</color>点八卦炉经验	
FairylandCermonyRecharge1	0	0	1	充值任意金额，即可领取礼包	
FairylandCermonyRecharge2	0	0	1	您已领取过礼包，请前往背包查看	
FairylandCermonyRecharge3	0	0	1	领取成功，背包中查看奖励	
